amount,browser,channel,customer_age,date,fraud,ip,isp,latitude,loginTime,longitude,lut_first_paid_date,lut_last_paid_date,minute_of_day,onceoff_vs_beneficiary,os,paymentType,region,rtc_indicator,to_acc_volume,to_bank,txn_timestamp,uuid,transactor_id
130.0,Chrome_Some(81),channel_B,31.0,2021-05-26,0.0,105.216.99.179,Supersonic,-34.0486,2021-05-26T17:53:39.000Z,18.4811,2021-03-01T06:25:47.000Z,2021-04-28T08:26:04.000Z,7.0,B,Windows_Some(10),A,ZA_WC,0,875.0,StandardBank,2021-05-26T18:00:07.000Z,,6065938.0
500.0,Chrome_Some(77),channel_B,37.0,2021-04-05,0.0,52.214.42.24,Amazoncom,53.3382,2021-04-05T09:38:56.000Z,-6.2591,2021-02-26T14:59:00.000Z,2021-04-03T16:24:53.000Z,220.0,O,Windows_Some(10),A,outside_ZA,0,321515.0,StandardBank,2021-04-05T09:39:40.000Z,,5342396.0
1888.3,Chrome_Some(78),channel_B,68.0,2019-11-04,0.0,102.250.7.202,TelkomInternet,-25.7599,2019-11-04T09:36:47.000Z,28.2604,,,771.0,O,Windows_Some(10),A,ZA_GP,0,117.0,ABSABank,2019-11-04T09:48:51.000Z,,300800.0
24943.26,,channel_B,0.0,2020-02-12,0.0,,,,,,,,1172.0,O,,A,,1,4.0,,2020-02-12T17:31:32.000Z,,25199556.0
900.0,IE_Some(11),channel_B,39.0,2019-07-29,0.0,169.0.35.242,AFRIHOSTOTHER,-33.9258,2019-07-29T16:07:51.000Z,18.4259,2019-01-14T15:53:14.000Z,2019-06-12T14:58:56.000Z,790.0,O,Windows_Some(10),A,ZA_WC,0,60.0,ABSABank,2019-07-29T16:13:10.000Z,,233650.0
1000.0,Chrome_Some(68),channel_B,67.0,2018-08-21,0.0,197.91.178.47,MWEB,-26.3811,2018-08-21T17:18:36.000Z,27.8376,2018-01-23T19:58:52.000Z,2018-08-11T16:01:37.000Z,738.0,B,Windows_Some(10),R,ZA_GP,0,889834.0,Undefined,2018-08-21T17:24:18.000Z,,2615751.0
1980.0,IE_Some(11),channel_B,58.0,2018-08-14,0.0,165.255.228.167,AxxessNetworks,-29.8556,2018-08-14T12:18:10.000Z,31.0449,,,1355.0,O,Windows_Some(7),A,ZA_KZN,0,30.0,InvestecBank,2018-08-14T12:22:35.000Z,,4589297.0
14500.0,Chrome_Some(68),channel_B,58.0,2018-08-08,0.0,105.224.60.239,TelkomInternet,-25.7599,2018-08-08T15:24:28.000Z,28.2604,2018-04-04T05:15:12.000Z,2018-06-26T18:13:24.000Z,988.0,B,Windows_Some(10),A,ZA_GP,0,5.0,ABSABank,2018-08-08T15:28:28.000Z,,4847683.0
130.0,Chrome_Some(83),channel_B,79.0,2021-05-19,0.0,41.13.232.231,Vodacom,-33.914,2021-05-19T09:16:16.000Z,18.4129,2020-10-20T08:05:57.000Z,2020-10-20T08:05:57.000Z,448.0,B,Windows_Some(7),A,ZA_WC,0,252.0,ABSABank,2021-05-19T09:19:28.000Z,,3197583.0
800.0,Chrome_Some(64),channel_B,33.0,2018-03-04,0.0,192.143.201.191,airmobilecoza,-26.3811,2018-03-04T15:58:45.000Z,27.8376,2017-08-27T12:17:28.000Z,2018-02-06T20:11:58.000Z,140.0,B,Windows_Some(8),A,ZA_GP,0,68.0,NedbankLimited,2018-03-04T16:02:20.000Z,,3937713.0
50000.0,Firefox_Some(68),channel_B,91.0,2019-09-03,1.0,105.0.0.158,CellC,-26.3811,2019-09-03T14:20:17.000Z,27.8376,,,1373.0,O,Windows_Some(10),R,ZA_GP,0,275.0,,2019-09-03T14:22:53.000Z,,537318.0
1500.0,IE_Some(11),channel_B,42.0,2019-09-30,0.0,196.26.157.150,InternetSolutions,-26.2296,2019-09-30T12:55:57.000Z,28.1272,2019-03-01T08:26:32.000Z,2019-08-28T08:47:51.000Z,670.0,B,Windows_Some(7),F,ZA_GP,0,115.0,FNBRMB,2019-09-30T12:59:10.000Z,,11637370.0
5000.0,Chrome_Some(77),channel_B,70.0,2021-07-01,1.0,18.203.138.222,Amazoncom,53.3382,2021-07-01T14:08:35.000Z,-6.2591,,,552.0,O,Windows_Some(10),F,outside_ZA,0,13611.0,FNBRMB,2021-07-01T14:09:12.000Z,,622040.0
1000.0,Chrome_Some(89),channel_B,71.0,2021-04-26,0.0,102.65.13.92,WebAfricaNetworks,-34.0486,2021-04-26T09:12:28.000Z,18.4811,,,166.0,O,Windows_Some(7),A,ZA_WC,0,0.0,ABSABank,2021-04-26T09:14:46.000Z,,817901.0
12877.27,Chrome_Some(87),channel_B,0.0,2020-12-22,0.0,105.245.106.45,Vodacom,-25.7599,2020-12-22T16:40:07.000Z,28.2604,2020-11-11T20:57:38.000Z,2020-12-10T15:47:35.000Z,383.0,B,Windows_Some(7),A,ZA_GP,0,3.0,ABSABank,2020-12-22T17:42:23.000Z,,19413705.0
300.0,Chrome_Some(37),channel_B,47.0,2021-05-22,0.0,196.251.251.66,Heficed,-26.3811,2021-05-22T17:39:44.000Z,27.8376,2021-02-07T19:48:25.000Z,2021-05-21T19:47:52.000Z,370.0,O,Windows_Some(7),F,ZA_GP,0,40664.0,FNBRMB,2021-05-22T17:42:10.000Z,,3967547.0
100.0,Chrome_Some(37),channel_B,24.0,2021-10-02,0.0,92.240.200.138,M247Ltd,-29.0,2021-10-02T20:14:57.000Z,24.0,2021-07-28T00:16:50.000Z,2021-10-01T18:54:02.000Z,938.0,O,Windows_Some(7),A,ZA_null,0,196808.0,NedbankLimited,2021-10-02T20:15:38.000Z,,6344683.0
21850.0,,channel_B,54.0,2019-12-05,1.0,,,,,,,,1042.0,B,,F,,0,0.0,FNBRMB,2019-12-05T14:17:22.000Z,,7350745.0
50.0,Chrome_Some(37),channel_B,37.0,2021-05-01,0.0,156.0.109.148,Heficed,-25.701,2021-05-01T07:28:42.000Z,28.2231,2021-04-08T05:07:27.000Z,2021-04-30T01:13:50.000Z,1051.0,O,Windows_Some(7),F,ZA_GP,0,728618.0,FNBRMB,2021-05-01T07:29:31.000Z,,17636984.0
997.1,,channel_B,29.0,2020-08-25,0.0,,,,,,2020-07-24T20:14:32.000Z,2020-07-24T20:14:32.000Z,1053.0,O,,F,,0,19.0,FNBRMB,2020-08-25T06:41:33.000Z,,9105379.0
6800.0,Chrome_Some(91),channel_B,35.0,2021-07-18,0.0,102.182.190.187,airmobilecoza,-33.914,2021-07-18T12:21:08.000Z,18.4129,2021-03-21T14:43:40.000Z,2021-07-06T22:02:34.000Z,1369.0,B,Windows_Some(10),A,ZA_WC,1,3.0,ABSABank,2021-07-18T12:22:49.000Z,,3137092.0
4100.0,Chrome_Some(68),channel_B,65.0,2020-09-30,1.0,41.115.37.239,MTNBusinessSolutions,-29.8556,2020-09-30T10:07:07.000Z,31.0449,,,677.0,O,Android_Some(8),F,ZA_KZN,0,0.0,FNBRMB,2020-09-30T10:11:17.000Z,,8829042.0
721.22,Chrome_Some(63),channel_B,67.0,2018-02-12,0.0,197.91.178.47,MWEB,-26.3811,2018-02-12T04:26:57.000Z,27.8376,2017-07-13T06:19:50.000Z,2018-02-01T06:24:14.000Z,394.0,B,Windows_Some(10),R,ZA_GP,0,522720.0,Undefined,2018-02-12T04:30:34.000Z,,2615751.0
22351.0,Chrome_Some(85),channel_B,54.0,2020-10-01,0.0,41.13.10.76,Vodacom,-26.3811,2020-10-01T06:23:38.000Z,27.8376,2020-05-07T08:42:59.000Z,2020-05-07T08:42:59.000Z,182.0,B,Windows_Some(10),R,ZA_GP,0,11587.0,ABSABank,2020-10-01T06:27:02.000Z,,1097728.0
15.0,Chrome_Some(81),channel_B,33.0,2021-08-11,0.0,41.71.122.11,RSAWEB,-26.3811,2021-08-11T08:48:09.000Z,27.8376,2021-06-20T07:11:48.000Z,2021-08-09T07:38:13.000Z,34.0,O,Windows_Some(10),A,ZA_GP,0,567141.0,InvestecBank,2021-08-11T08:48:34.000Z,,7713351.0
52000.2,,channel_B,0.0,2020-11-26,0.0,,,,,,2020-05-01T07:04:31.000Z,2020-09-10T05:07:03.000Z,195.0,B,,A,,0,23.0,,2020-11-26T04:27:15.000Z,,6185041.0
800.0,,channel_B,0.0,2021-01-14,0.0,,,,,,2020-08-21T18:17:52.000Z,2020-10-17T05:16:29.000Z,131.0,O,,A,,0,32071.0,,2021-01-14T13:38:11.000Z,,6475877.0
480.0,,channel_B,81.0,2020-08-27,0.0,,,,,,2020-01-27T09:20:21.000Z,2020-07-27T10:36:21.000Z,1244.0,B,,F,,0,5.0,FNBRMB,2020-08-27T10:20:44.000Z,,987597.0
3000.0,,channel_B,0.0,2020-07-17,0.0,,,,,,,,708.0,B,,F,,0,23035.0,FNBRMB,2020-07-17T12:11:48.000Z,,3822978.0
165.0,Edge_Some(84),channel_B,49.0,2020-07-27,0.0,77.100.8.151,VirginMedia,51.5518,2020-07-27T07:27:06.000Z,-0.1345,,,1324.0,O,Windows_Some(10),A,outside_ZA,0,282.0,ABSABank,2020-07-27T07:34:04.000Z,,2258623.0
400.0,IE_Some(11),channel_B,39.0,2019-07-05,0.0,154.117.175.118,BITCO,-29.6177,2019-07-05T12:47:08.000Z,30.3835,2019-02-04T09:39:13.000Z,2019-05-02T09:52:04.000Z,30.0,B,Windows_Some(8),R,ZA_KZN,0,7285.0,StandardBank,2019-07-05T12:48:30.000Z,,4446081.0
600.0,Chrome_Some(63),channel_B,72.0,2018-01-26,0.0,105.226.213.138,TelkomInternet,-29.9056,2018-01-26T15:43:38.000Z,30.9405,2017-06-30T10:32:45.000Z,2017-12-29T10:39:09.000Z,568.0,B,Windows_Some(10),A,ZA_KZN,0,14.0,ABSABank,2018-01-26T15:45:28.000Z,,886758.0
50.0,Chrome_Some(37),channel_B,36.0,2021-08-19,0.0,92.240.200.25,M247Ltd,-29.0,2021-08-18T23:14:55.000Z,24.0,2021-07-09T02:44:16.000Z,2021-08-18T06:42:15.000Z,251.0,O,Windows_Some(7),F,ZA_null,0,965781.0,FNBRMB,2021-08-18T23:16:11.000Z,,22584862.0
898.0,Chrome_Some(81),channel_B,44.0,2020-09-28,0.0,102.67.140.130,DataKeepers,-33.914,2020-09-28T13:54:52.000Z,18.4129,2020-09-23T11:25:25.000Z,2020-09-23T13:22:34.000Z,1179.0,O,Windows_Some(10),A,ZA_WC,0,34993.0,InvestecBank,2020-09-28T13:55:39.000Z,,4705505.0
10000.0,Chrome_Some(78),channel_B,59.0,2019-11-20,0.0,154.73.120.69,iONLINEISP,-26.3811,2019-11-20T09:53:30.000Z,27.8376,,,609.0,B,Windows_Some(8),A,ZA_GP,0,0.0,ABSABank,2019-11-20T10:10:09.000Z,,8267455.0
70.0,Chrome_Some(37),channel_B,43.0,2021-05-03,0.0,156.0.109.109,Heficed,-25.701,2021-05-03T17:01:13.000Z,28.2231,2021-04-03T16:36:58.000Z,2021-04-27T12:54:50.000Z,831.0,O,Windows_Some(7),A,ZA_GP,0,43459.0,ABSABank,2021-05-03T17:01:51.000Z,,9868696.0
10000.0,IE_Some(11),channel_B,62.0,2018-06-07,0.0,66.18.65.210,Infosatip,-26.3811,2018-06-07T09:30:44.000Z,27.8376,,,198.0,B,Windows_Some(10),A,ZA_GP,0,0.0,CapitecBank,2018-06-07T09:39:18.000Z,,4934429.0
800.0,Chrome_Some(67),channel_B,45.0,2018-08-01,0.0,185.11.27.9,AviaSolutionsGroupPlc,54.9038,2018-08-01T11:49:01.000Z,23.8924,2018-01-30T03:38:51.000Z,2018-06-28T05:31:54.000Z,893.0,B,Windows_Some(10),F,outside_ZA,0,6.0,FNBRMB,2018-08-01T11:50:53.000Z,,9018196.0
297.0,Chrome_Some(94),channel_B,50.0,2021-09-23,0.0,45.220.26.231,Level7,-25.8775,2021-09-23T06:36:45.000Z,28.168,2021-09-08T07:32:55.000Z,2021-09-08T07:32:55.000Z,1077.0,B,Windows_Some(10),A,ZA_GP,0,11.0,CapitecBank,2021-09-23T06:41:57.000Z,,6485549.0
5200.0,Edge_Some(81),channel_B,0.0,2020-07-14,0.0,197.90.43.141,MWEB,-26.3811,2020-07-14T19:48:26.000Z,27.8376,,,1169.0,B,Windows_Some(10),F,ZA_GP,0,21.0,FNBRMB,2020-07-14T19:55:29.000Z,,25533335.0
715.0,,channel_B,45.0,2019-05-28,0.0,,,,,,,,1315.0,O,,A,,0,3.0,,2019-05-28T07:33:55.000Z,,2528035.0
200.0,,channel_B,28.0,2020-08-27,0.0,,,,,,,,1319.0,O,,A,,0,45236.0,,2020-08-26T23:09:59.000Z,,330735.0
1050.0,Edge_Some(93),channel_B,44.0,2021-09-27,0.0,197.185.103.201,rain,-26.3811,2021-09-27T16:15:11.000Z,27.8376,2021-02-28T07:27:43.000Z,2021-08-27T08:46:11.000Z,1117.0,O,Windows_Some(10),F,ZA_GP,0,37.0,FNBRMB,2021-09-27T16:18:37.000Z,,5316451.0
1760.0,Chrome_Some(89),channel_B,83.0,2021-04-19,0.0,105.225.97.112,TelkomInternet,-34.0486,2021-04-19T07:43:23.000Z,18.4811,2020-10-04T09:29:31.000Z,2021-04-14T08:06:14.000Z,632.0,B,Windows_Some(10),A,ZA_WC,0,16.0,ABSABank,2021-04-19T07:46:32.000Z,,8255910.0
1000.0,Chrome_Some(71),channel_B,64.0,2020-09-18,0.0,41.13.82.116,Vodacom,-25.7599,2020-09-18T17:27:27.000Z,28.2604,2020-03-26T05:42:42.000Z,2020-08-03T10:40:50.000Z,1112.0,B,Windows_Some(10),F,ZA_GP,0,129964.0,FNBRMB,2020-09-18T17:30:32.000Z,,1152403.0
500.0,Edge_Some(18),channel_B,63.0,2020-03-06,0.0,41.13.136.158,Vodacom,-29.8556,2020-03-06T04:50:05.000Z,31.0449,2020-01-31T05:40:16.000Z,2020-01-31T05:40:16.000Z,333.0,B,Windows_Some(10),F,ZA_KZN,0,8.0,FNBRMB,2020-03-06T04:53:33.000Z,,3231320.0
297.13,Edge_Some(16),channel_B,72.0,2019-09-26,0.0,41.13.254.230,Vodacom,-34.0486,2019-09-26T07:04:52.000Z,18.4811,2019-03-25T08:27:05.000Z,2019-08-25T07:59:18.000Z,1144.0,B,Windows_Some(10),A,ZA_WC,0,233.0,ABSABank,2019-09-26T07:07:04.000Z,,1710921.0
150.0,Chrome_Some(80),channel_B,0.0,2021-10-03,0.0,45.222.109.229,HollywoodSportsbooks,-29.9056,2021-10-03T19:34:56.000Z,30.9405,2021-05-13T19:34:06.000Z,2021-10-01T21:23:19.000Z,1432.0,O,Windows_Some(10),F,ZA_KZN,0,1112182.0,FNBRMB,2021-10-03T19:35:52.000Z,,18316123.0
7777.93,Chrome_Some(87),channel_B,80.0,2021-01-20,0.0,197.89.40.126,OPTINET,-34.0486,2021-01-20T13:42:26.000Z,18.4811,,,817.0,O,Mac_OS_X_Some(11),A,ZA_WC,0,226.0,NedbankLimited,2021-01-20T13:49:37.000Z,,356154.0
21850.0,Firefox_Some(69),channel_B,0.0,2019-09-11,0.0,155.93.187.23,Coolideas,-26.3811,2019-09-11T07:34:37.000Z,27.8376,2019-07-02T15:30:26.000Z,2019-08-04T16:25:10.000Z,950.0,B,Windows_Some(7),A,ZA_GP,0,13.0,StandardBank,2019-09-11T07:51:50.000Z,,24593706.0
50.0,Chrome_Some(77),channel_B,29.0,2021-09-10,0.0,54.75.44.79,Amazoncom,53.3382,2021-09-10T10:44:54.000Z,-6.2591,2021-07-17T08:04:25.000Z,2021-09-08T23:07:37.000Z,1336.0,O,Windows_Some(10),F,outside_ZA,0,175044.0,FNBRMB,2021-09-10T10:46:16.000Z,,20770008.0
450.0,,channel_B,46.0,2020-04-24,0.0,,,,,,2020-04-02T09:20:54.000Z,2020-04-02T09:20:54.000Z,1428.0,O,,R,,0,3204.0,,2020-04-24T01:35:48.000Z,,8183163.0
5000.0,Chrome_Some(92),channel_B,65.0,2021-08-28,0.0,105.185.137.32,TelkomInternet,-26.3811,2021-08-28T16:30:40.000Z,27.8376,2021-01-28T18:13:58.000Z,2021-07-29T17:23:24.000Z,619.0,B,Windows_Some(10),A,ZA_GP,0,24.0,StandardBank,2021-08-28T16:34:19.000Z,,2731.0
4650.0,Edge_Some(89),channel_B,50.0,2021-03-30,0.0,197.185.96.107,rain,-26.3811,2021-03-29T21:38:14.000Z,27.8376,2020-09-27T05:39:14.000Z,2021-03-01T03:17:39.000Z,186.0,B,Windows_Some(10),A,ZA_GP,0,6.0,StandardBank,2021-03-29T22:03:06.000Z,,503498.0
510.0,IE_Some(11),channel_B,86.0,2018-04-05,0.0,197.184.162.43,rain,-26.3811,2018-04-05T09:08:27.000Z,27.8376,,,292.0,B,Windows_Some(10),A,ZA_GP,0,43.0,CapitecBank,2018-04-05T09:16:52.000Z,,2648946.0
4015.0,Chrome_Some(75),channel_B,0.0,2019-07-31,0.0,197.229.4.253,TelkomInternet,-33.9672,2019-07-31T19:21:37.000Z,25.5785,2019-02-01T13:49:47.000Z,2019-07-01T12:52:37.000Z,1021.0,B,Windows_Some(10),F,ZA_EC,0,14.0,FNBRMB,2019-07-31T19:29:01.000Z,,9017857.0
430.0,Chrome_Some(77),channel_B,37.0,2021-06-11,0.0,54.171.204.111,Amazoncom,53.3382,2021-06-11T16:57:22.000Z,-6.2591,2021-01-08T10:30:24.000Z,2021-06-10T16:44:03.000Z,622.0,O,Windows_Some(10),A,outside_ZA,0,362598.0,StandardBank,2021-06-11T16:58:22.000Z,,7838501.0
3000.0,Chrome_Some(90),channel_B,65.0,2021-04-30,0.0,41.13.228.220,Vodacom,-33.914,2021-04-30T05:52:08.000Z,18.4129,2020-10-30T07:08:27.000Z,2021-04-01T08:58:56.000Z,1163.0,B,Windows_Some(10),F,ZA_WC,0,12.0,FNBRMB,2021-04-30T05:55:23.000Z,,231302.0
4000.0,,channel_B,59.0,2020-07-07,0.0,,,,,,,,1078.0,O,,A,,0,0.0,,2020-07-07T10:17:58.000Z,,1488269.0
220.0,,channel_B,46.0,2021-10-29,0.0,,,,,,2021-04-29T08:29:47.000Z,2021-09-25T07:22:33.000Z,1303.0,B,,R,,0,561010.0,,2021-10-29T07:33:43.000Z,,5095586.0
300.0,Chrome_Some(87),channel_B,42.0,2020-12-11,0.0,165.0.125.29,RSAWEB,-34.0486,2020-12-11T14:41:41.000Z,18.4811,2020-05-22T14:25:58.000Z,2020-12-10T16:15:51.000Z,1219.0,B,Windows_Some(7),F,ZA_WC,0,45.0,FNBRMB,2020-12-11T14:44:19.000Z,,13168343.0
100.0,Chrome_Some(77),channel_B,32.0,2021-07-08,0.0,34.242.105.137,Amazoncom,53.3382,2021-07-08T10:31:36.000Z,-6.2591,2021-01-19T11:19:02.000Z,2021-07-07T11:30:48.000Z,497.0,O,Windows_Some(10),A,outside_ZA,0,566007.0,StandardBank,2021-07-08T10:32:17.000Z,,19367556.0
1020.0,Chrome_Some(94),channel_B,0.0,2021-10-05,0.0,164.160.119.48,123NetCptptyLtd,-29.9056,2021-10-05T19:24:44.000Z,30.9405,2021-07-01T07:46:30.000Z,2021-09-30T21:04:42.000Z,875.0,B,Windows_Some(10),A,ZA_KZN,0,2.0,CapitecBank,2021-10-05T19:26:35.000Z,,25210562.0
100.0,,channel_B,16.0,2020-02-06,0.0,,,,,,2019-08-31T16:18:00.000Z,2020-02-01T12:37:36.000Z,558.0,O,,F,,0,187674.0,FNBRMB,2020-02-06T18:33:18.000Z,,8128270.0
5152.62,Chrome_Some(92),channel_B,0.0,2021-08-12,0.0,165.73.126.70,AFRIHOSTFIBRE,-34.0462,2021-08-12T13:26:13.000Z,23.373,2021-04-10T05:52:24.000Z,2021-07-26T11:01:20.000Z,1019.0,B,Windows_Some(10),A,ZA_WC,0,4383.0,ABSABank,2021-08-12T13:28:59.000Z,,5740787.0
400.0,Chrome_Some(89),channel_B,52.0,2021-03-15,0.0,41.246.27.105,TelkomInternet,-29.6177,2021-03-15T10:50:54.000Z,30.3835,,,440.0,O,Windows_Some(7),A,ZA_KZN,0,0.0,CapitecBank,2021-03-15T10:55:20.000Z,,8482478.0
977.5,Chrome_Some(85),channel_B,78.0,2020-09-30,0.0,197.229.138.109,TelkomInternet,-26.1833,2020-09-30T07:33:26.000Z,28.3167,,,425.0,O,Windows_Some(7),A,ZA_GP,0,11.0,NedbankLimited,2020-09-30T07:43:05.000Z,,3530517.0
20.0,Chrome_Some(77),channel_B,29.0,2021-08-16,0.0,34.244.101.234,Amazoncom,53.3382,2021-08-16T14:37:26.000Z,-6.2591,2021-01-17T15:39:40.000Z,2021-08-13T11:16:32.000Z,854.0,O,Windows_Some(10),F,outside_ZA,0,541771.0,FNBRMB,2021-08-16T14:38:14.000Z,,9556312.0
1000.0,Edge_Some(83),channel_B,33.0,2020-06-18,0.0,196.50.254.45,MetrofibreNetworx,-26.3811,2020-06-18T13:58:53.000Z,27.8376,2019-12-16T12:45:47.000Z,2020-06-01T19:42:11.000Z,184.0,B,Windows_Some(10),A,ZA_GP,1,4.0,ABSABank,2020-06-18T14:03:04.000Z,,9829971.0
1500.0,Firefox_Some(71),channel_B,0.0,2019-10-30,0.0,105.225.83.231,TelkomInternet,-26.3811,2019-10-30T17:41:59.000Z,27.8376,2019-04-25T11:15:14.000Z,2019-10-11T07:48:25.000Z,640.0,B,Windows_Some(10),A,ZA_GP,0,7.0,CapitecBank,2019-10-30T17:46:40.000Z,,12166746.0
700.0,Chrome_Some(77),channel_B,19.0,2021-01-24,0.0,34.252.239.0,Amazoncom,53.3382,2021-01-24T18:05:59.000Z,-6.2591,2020-11-17T17:43:11.000Z,2021-01-20T14:23:41.000Z,384.0,O,Windows_Some(10),F,outside_ZA,0,41208.0,FNBRMB,2021-01-24T18:06:24.000Z,,18443724.0
265.0,Edge_Some(91),channel_B,69.0,2021-07-07,0.0,105.184.193.36,TelkomInternet,-25.7599,2021-07-07T12:26:55.000Z,28.2604,2021-06-03T14:31:40.000Z,2021-06-03T14:31:40.000Z,1055.0,O,Windows_Some(7),R,ZA_GP,0,65938.0,,2021-07-07T12:41:35.000Z,,3573153.0
160.0,Firefox_Some(85),channel_B,82.0,2021-01-21,0.0,192.143.143.231,airmobilecoza,-33.914,2021-01-21T07:17:50.000Z,18.4129,2020-06-28T04:27:27.000Z,2021-01-14T11:57:02.000Z,446.0,B,Windows_Some(10),F,ZA_WC,0,27.0,FNBRMB,2021-01-21T07:19:26.000Z,,595849.0
250.0,HeadlessChrome_Some(77),channel_B,0.0,2021-10-09,0.0,34.250.139.96,Amazoncom,53.3382,2021-10-09T21:58:54.000Z,-6.2591,2021-07-27T20:09:41.000Z,2021-10-08T21:34:41.000Z,1399.0,O,Linux_None,F,outside_ZA,0,606280.0,FNBRMB,2021-10-09T21:59:19.000Z,,28179054.0
11040.69,Edge_Some(14),channel_B,57.0,2018-06-11,0.0,196.23.147.114,InternetSolutions,-33.914,2018-06-11T11:30:57.000Z,18.4129,2017-11-20T12:02:57.000Z,2018-05-16T05:44:21.000Z,1211.0,B,Windows_Some(10),A,ZA_WC,0,7.0,NedbankLimited,2018-06-11T11:32:11.000Z,,2888413.0
2000.0,Edge_Some(90),channel_B,0.0,2021-05-03,0.0,41.114.126.38,MTNBusinessSolutions,-25.7599,2021-05-03T05:07:57.000Z,28.2604,2020-10-04T05:35:17.000Z,2021-05-02T13:23:06.000Z,1339.0,O,Windows_Some(10),F,ZA_GP,0,42.0,FNBRMB,2021-05-03T05:10:19.000Z,,25199556.0
1529.43,,channel_B,0.0,2020-08-12,0.0,,,,,,2020-01-17T07:06:00.000Z,2020-03-11T16:42:48.000Z,864.0,B,,A,,0,2544.0,,2020-08-12T08:38:24.000Z,,5740787.0
600.0,Edge_Some(17),channel_B,77.0,2018-09-25,0.0,41.162.90.67,LiquidIntelligentTechnologies,-29.2655,2018-09-25T08:34:13.000Z,30.8021,2018-05-22T09:55:00.000Z,2018-07-30T08:21:39.000Z,712.0,B,Windows_Some(10),A,ZA_KZN,0,386.0,ABSABank,2018-09-25T08:35:52.000Z,,60686.0
600.0,Chrome_Some(77),channel_B,46.0,2020-12-22,0.0,52.214.42.24,Amazoncom,53.3382,2020-12-22T13:41:11.000Z,-6.2591,2020-05-22T13:28:54.000Z,2020-12-20T06:17:17.000Z,415.0,O,Windows_Some(10),R,outside_ZA,0,91333.0,,2020-12-22T13:42:55.000Z,,8183163.0
513.36,Chrome_Some(90),channel_B,82.0,2021-05-26,0.0,105.184.177.49,TelkomInternet,-34.0486,2021-05-26T06:37:56.000Z,18.4811,2020-10-26T04:04:14.000Z,2021-04-25T09:48:08.000Z,988.0,B,Windows_Some(10),R,ZA_WC,0,511494.0,Undefined,2021-05-26T06:40:28.000Z,,2562874.0
300.0,,channel_B,44.0,2021-10-28,0.0,,,,,,2021-09-18T19:42:09.000Z,2021-10-27T19:23:56.000Z,452.0,O,,A,,0,57558.0,,2021-10-28T15:43:32.000Z,,2497276.0
120.0,Chrome_Some(37),channel_B,0.0,2021-09-08,0.0,93.113.125.97,truviewLLC,-25.8434,2021-09-08T19:06:48.000Z,28.177,2021-02-08T18:58:09.000Z,2021-09-05T11:19:16.000Z,1161.0,O,Windows_Some(7),A,ZA_GP,0,179825.0,NedbankLimited,2021-09-08T19:07:21.000Z,,4932372.0
300.0,,channel_B,26.0,2021-11-01,0.0,,,,,,2021-08-30T13:08:36.000Z,2021-10-20T03:28:07.000Z,532.0,O,,A,,0,50788.0,,2021-10-31T22:08:52.000Z,,16320125.0
1000.0,,channel_B,0.0,2020-04-30,0.0,,,,,,,,1024.0,B,,A,,0,41.0,,2020-04-30T21:53:04.000Z,,23912667.0
100.0,Edge_Some(88),channel_B,45.0,2021-03-04,0.0,105.244.154.193,VodacomBusiness,-26.3811,2021-03-04T06:30:26.000Z,27.8376,,,641.0,O,Windows_Some(10),A,ZA_GP,1,1.0,CapitecBank,2021-03-04T06:34:41.000Z,,2688084.0
2000.0,Chrome_Some(91),channel_B,44.0,2021-06-25,0.0,41.113.15.224,MTNBusinessSolutions,-26.3811,2021-06-25T07:40:44.000Z,27.8376,2021-01-15T09:59:14.000Z,2021-05-25T06:47:34.000Z,422.0,B,Windows_Some(10),A,ZA_GP,0,137708.0,ABSABank,2021-06-25T07:43:02.000Z,,4545491.0
689.52,,channel_B,71.0,2020-08-04,0.0,,,,,,2020-01-29T07:07:24.000Z,2020-06-15T07:59:09.000Z,948.0,B,,R,,0,593874.0,,2020-08-04T05:27:48.000Z,,455277.0
500.0,Firefox_Some(71),channel_B,48.0,2020-03-28,0.0,105.227.90.155,TelkomInternet,-29.9056,2020-03-28T10:00:08.000Z,30.9405,2019-09-03T05:41:59.000Z,2020-02-29T10:37:52.000Z,263.0,B,Mac_OS_X_Some(10),F,ZA_KZN,0,22.0,FNBRMB,2020-03-28T10:04:23.000Z,,3180827.0
13000.0,Chrome_Some(92),channel_B,66.0,2021-09-01,0.0,105.184.174.59,TelkomInternet,-25.8775,2021-09-01T09:10:38.000Z,28.168,2021-08-19T12:10:19.000Z,2021-08-19T12:10:19.000Z,330.0,B,Windows_Some(10),A,ZA_GP,0,47.0,ABSABank,2021-09-01T09:17:30.000Z,,4044086.0
110.0,Chrome_Some(37),channel_B,38.0,2021-01-23,0.0,34.251.50.173,Amazoncom,53.3382,2021-01-23T21:39:42.000Z,-6.2591,2020-09-25T18:41:10.000Z,2021-01-20T13:57:39.000Z,276.0,O,Windows_Some(7),A,outside_ZA,0,69584.0,NedbankLimited,2021-01-23T21:40:36.000Z,,5825211.0
623.33,Chrome_Some(92),channel_B,0.0,2021-08-19,0.0,41.114.114.88,MTNBusinessSolutions,-25.7599,2021-08-19T10:03:36.000Z,28.2604,,,746.0,O,Windows_Some(10),A,ZA_GP,0,3.0,CapitecBank,2021-08-19T10:36:26.000Z,,19413705.0
